Format,Title,Artist,Release Year,Genre(s),Country,RIYL,Location (Shelf),Album Cover URL,Fill In?
Record,The Mekons Rock N Roll!,The Mekons,1989,"Alternative Rock, Folk Rock",US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music2/v4/c3/ea/90/c3ea907f-dacf-4eb7-b480-1708b81ef674/cover.jpg/600x600bb.jpg,
Record,Museum,Mary My Hope,1989,"Alternative Rock, Post Rock",US,,"""B3""",https://lastfm.freetls.fastly.net/i/u/300x300/6a60cb44795e4ca69a784decd72abc5f.jpg,
Record,Suicide Kings,Mary My Hope,1989,Alternative Rock,US,,"""B3""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/d0/7e/1c/d07e1ceb-e2ce-c544-cb7d-506f3f58f0d7/190296216657.jpg/600x600bb.jpg,
,,,,,,,,,
Record,City Connection,Terumasa Hino,1979,"Jazz-Funk, Fusion",Japan,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/e0/94/05/e09405ae-cd63-081c-e518-6736a7c07078/VICJ-77014.jpg/600x600bb.jpg,
Record,American Favorite Ballads Volume 5,Pete Seeger,1958,"Country Blues, Delta Blues, Folk",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/85/a9/d8/mzi.hltgwpyz.jpg/600x600bb.jpg,
Record,Best of,Carly Simon,1975,"Soft Rock, Pop Rock, Vocal",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/c4/2e/4e/c42e4e98-0316-1e17-0ca3-b2acd11e5738/mzi.dnscdjwg.jpg/600x600bb.jpg,
Record,Come Upstairs,Carly Simon,1980,"Soft Rock, Vocal",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music62/v4/77/9d/c8/779dc876-fa67-8dd7-a62d-882baee2f70f/mzm.jtzxvoia.jpg/600x600bb.jpg,
Record,This Good Tonight,Steve Seskin,1979,"Blues, Folk, World, & Country",US,,"""H1""",https://i.discogs.com/MlTNnTrk8TueNz9RTL5iXJlBqrJF15O98BxFUzjAz68/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc5MDk3/OTItMTQ1MTQ1MTg3/Ny0zMDU1LnBuZw.jpeg,
Record,Young vs Old,Pete Seeger,1969,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/49/21/37/492137ca-76f8-2ec5-66e3-87ef3435ab6f/886447980828.jpg/600x600bb.jpg,
Record,Broadsides,Pete Seeger,1964,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/f8/1e/b7/mzi.cuzvareh.jpg/600x600bb.jpg,
Record,Simple Dreams,Linda Rondstadt,1977,"Folk, Country",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/4b/9f/7e/4b9f7efc-03d9-007d-cc18-16ba2ba6528f/603497867646.jpg/600x600bb.jpg,
Record,Hasten Down the Wind,Linda Rondstadt,1976,"Folk, Country",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/69/36/5a/69365ac2-da00-9dfb-4a22-3cc86d414bcb/075596061025.jpg/600x600bb.jpg,
Record,Take a Stand,Anne Romaine,1985,Country,US,,"""H1""",https://i.discogs.com/HDic0We8C5-einW6v5eVOyWbHJTAzTpJ0NKKjfVIJ9c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYwOTkw/OTQtMTUwNzEzOTcz/MC04MTUzLmpwZWc.jpeg,
Record,Sorry is as Sorry Does,Gamble Rogers,1986,"Folk, World, & Country",US,,"""H1""",https://i.discogs.com/UQcx159HBk8JKIZoyXNhKO96VF46CfRZ4EDeRTUL4B0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcwMjIw/NjgtMTc1MzM3OTMw/MS01MDMxLmpwZWc.jpeg,
Record,Moonrise,Kim Robertson,1985,"New Age, Instrumental",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/97/f0/0f/mzi.koietfeb.tif/600x600bb.jpg,
Record,Pig,Hargus Robbins,1978,"Country, Bluegrass",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ea/89/1e/ea891e90-42c3-845b-60a2-d05357e776c8/cover.jpg/600x600bb.jpg,
Record,Dangerous Stranger,Jerry Riopelle,1979,"Pop Rock, Southern Rock",US,,"""H1""",https://i.discogs.com/QFVpPpJgHJ7BrwghJjU50G6fmmNSULe4h9hd_CH4Cns/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1Njk3/NjUtMTM5NzAxMDUz/Mi0yNDMzLmpwZWc.jpeg,
Record,Can't Leave Jah,Scion Success,1984,Dancehall,UK,,"""H1""",https://i.discogs.com/RNuQfJ4UaWhTKRX2NfZwd7hdbq8QOI8Y1bhnBtiTOQg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MDgw/MDctMTI4Nzg0MjUw/NC5qcGVn.jpeg,
Record,Benga Blast!,Daniel Owino Misiani,1989,Soukous,UK,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/97/9a/d1/mzi.tacjpvlm.jpg/600x600bb.jpg,
Record,Ozark Mountain Daredevils,Ozark Mountain Daredevils,1973,"Country Rock, Southern Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/5e/db/62/5edb62ac-8cad-c579-cade-ca5a34c689c2/00075021311022.rgb.jpg/600x600bb.jpg,
Record,It'll Shine When It Shines,Ozark Mountain Daredevils,1974,"Country Rock, Southern Rock, Pop Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/9b/3a/b2/9b3ab267-cd67-7f61-1954-0a32a54977bc/00602527511375.rgb.jpg/600x600bb.jpg,
Record,The Ozark Mountain Daredevils,Ozark Mountain Daredevils,1973,"Country Rock, Southern Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/5e/db/62/5edb62ac-8cad-c579-cade-ca5a34c689c2/00075021311022.rgb.jpg/600x600bb.jpg,
Record,These Things Too,Pearls Before Swine,1969,"Folk, Folk Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m05/d17/h17/s06.sedudsfa.jpg/600x600bb.jpg,
Record,...Beautiful Lies You Could Live In,Pearls Before Swine,1971,Folk Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m05/d17/h17/s06.zdavznvw.jpg/600x600bb.jpg,
Record,City of Gold,Pearls Before Swine,1999,"Folk Rock, Acoustic",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m05/d17/h17/s06.uzwsnilm.jpg/600x600bb.jpg,
Record,Up & Up,Tom Paxton,1979,"Folk, Country",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/48/1e/c4/481ec4ab-5e42-8f6c-ad8f-086314e47eee/21CRGIM29092.rgb.jpg/600x600bb.jpg,
Record,The Bluest Sky,Nikki Meets the Hibachi,1990,Folk,US,,"""H1""",https://i.discogs.com/BnODgdDfx6bc-1VF6LI8j8beaBwLl3j-vSiHJ12ohKs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MTgz/NTktMTI5NzkxODI5/My5qcGVn.jpeg,
Record,Reactor,Neil Young,1981,Hard Rock,Germany,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/bc/b6/56/bcb65609-cce7-7644-17ec-096bce0fcf90/093624914242.jpg/600x600bb.jpg,
Record,Pop Quiz,Young Caucasians,1983,Power Pop,US,,"""H1""",https://i.discogs.com/SLooqePcQ6xXXL8sjwh5crKr4YQT7TZ2DWPTTHRTsA0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1MDEz/MDgtMTM2NjY2NTA4/MS04NzI4LmpwZWc.jpeg,
Record,Young Blood,Various Artists,1983,"New Wave, Goth Rock, Punk, Avantgarde",UK,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c2/51/84/c2518439-d810-7f1f-c9ff-396c9fa7d266/886448132882.jpg/600x600bb.jpg,
Record,The Sidewalks of New York,Wurlitzer 146 Carousel Organ,2010,,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/96/1a/15/mzi.tmvqsfvh.jpg/600x600bb.jpg,
Record,Danger Money,U.K.,1979,Prog Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/c3/a2/eb/c3a2eb06-7a4d-dd49-29b9-a70096a2f02b/807070915025_cover.jpg/600x600bb.jpg,
Record,Live! Night After Night,U.K.,1979,Prog Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/63/45/cc/6345cc98-aa83-ad6e-e3c9-1a36ff9838a4/190296614316.jpg/600x600bb.jpg,
Record,Favorite Ballads,Pete Seeger,1961,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/e8/f4/a0/mzi.zwyhfrxs.tif/600x600bb.jpg,
Record,Nangadeef,Ray Lema,1989,"African, Jazz-Funk, Rumba",Europe,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/b7/e5/8f/b7e58f38-b60d-06cd-642e-a86c33d28549/19UMGIM38763.rgb.jpg/600x600bb.jpg,
Record,American Ballads,Pete Seeger,1957,"Folk, Ballad",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/74/0e/1e/mzi.aamvssrc.jpg/600x600bb.jpg,
Record,Music From True Vine,Mike Seeger,1972,"Folk, Appalachian Music",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/a4/1e/47/mzi.mqdjxuii.tif/600x600bb.jpg,
Record,American Folk Songs,Seeger Family,1957,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Features115/v4/08/4a/41/084a4180-472c-476b-78f1-ae23e8ccb236/dj.zcromhpc.jpg/600x600bb.jpg,
Record,Unborn Child,Seals and Crofts,1974,Folk Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/11/e8/49/mzi.rehlfsns.jpg/600x600bb.jpg,
Record,Cheapo Cheapo Productions,John Sebastian,1971,"Country, Bluegrass, Folk",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/cf/38/61/mzi.kbdhqyhj.jpg/600x600bb.jpg,
Record,The Earl Scruggs Revue,The Earl Scruggs Revue,1973,"Folk Rock, Bluegrass",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/e7/3a/a7/e73aa7c4-f444-de92-146e-af41ad647fc5/196589677297.jpg/600x600bb.jpg,
Record,Kid on the Mountain,Duck Baker,1980,Folk,UK,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/fe/77/7b/fe777b3a-ac18-de76-32fd-4a71cf8a29f9/725543175021.jpg/600x600bb.jpg,
Record,Strike Anywhere,Earl Scruggs Revue,1977,"Country, Bluegrass",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/96/77/fc/9677fc28-8908-7f81-3581-fa5ba3a980aa/886445806175.jpg/600x600bb.jpg,
Record,The Late Great Townes Van Zandt,Townes Van Zandt,1972,"Country Blues, Country Rock, Folk Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/8d/e5/8b/8de58bf6-e487-3013-2bd1-813717446e47/00602547682970.rgb.jpg/600x600bb.jpg,
Record,Classic Schooner Fare,Schooner Fare,1988,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/2c/9d/ed/2c9dedf0-f4a7-300d-22dd-74aa8e93decb/715498889128.jpg/600x600bb.jpg,
Record,New Life,Sakhile,1984,African,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/be/da/56/beda56c7-97b9-dad5-50a6-2fb2dbf82310/24UMGIM83150.rgb.jpg/600x600bb.jpg,
Record,Things I Hate to Admit,Victims Family,1988,"Hardcore, Math Rock",Europe,,"""H1""",https://lastfm.freetls.fastly.net/i/u/300x300/5341077ce43f477abc55c0768dca2248.jpg,
Record,Voltage & Violets,Victims Family,1986,"Hardcore, Punk, Jazz-Rock, Heavy Metal",US,,"""H1""",https://lastfm.freetls.fastly.net/i/u/300x300/54d298751eaf458d9eca6cf6a3125424.jpg,
Record,I Am Waiting,Vigil,1987,"Alternative Rock, Pop Rock, Goth Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/53/27/00/532700dc-ef4d-b463-05ff-1f6407d7d7e3/761195107928.jpg/600x600bb.jpg,
Record,Vigil,Vigil,1987,"Alternative Rock, Pop Rock, Goth Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/b4/e6/24/b4e62444-32d0-7ec1-a087-bc26e13fbff8/dj.zqbotzke.png/600x600bb.jpg,
Record,Skulduggery,Steppenwolf,2006,"Hard Rock, Psychedelic Rock",UK,,"""H1""",https://i.discogs.com/LRKizYtVL02Moy6Kg9QoyL3mE-Sc747dgQVUDvr5iEg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwOTU1/MzMwLTE1MDcxNTA3/MTYtNjgzMy5qcGVn.jpeg,
Record,Uncle Charlie and his Dog Teddy,Nitty Gritty Dirt Band,1970,"Country Rock, Spoken Word",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/cd/2f/a3/cd2fa3d5-326c-5bf8-dd84-d7eb0dda40b0/00724354172151.jpg/600x600bb.jpg,
Record,Season of Lights,Laura Nyro,1977,"Vocal, Pop Rock, Soft Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/61/9f/3a/mzi.dhnpjfqz.jpg/600x600bb.jpg,
Record,On the Mark,Mark o' Connor,2008,Black Metal,Ireland,,"""H1""",https://i.discogs.com/4J2gdSdeKqR0OsV6hOiFiRBLbS6ZNqsDnIDEMqg5SEQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjgy/NTEtMTQwMzI1NDE4/NS02MTYxLmpwZWc.jpeg,
Record,I ain't Marching Anymore,Phil Ochs,1965,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/fe/47/99/fe4799f0-b36a-a86b-e7ac-d50633082b42/mzi.zxsyaxzu.jpg/600x600bb.jpg,
Record,Chords of Fame,Phil Ochs,1976,"Folk Rock, Acoustic",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/58/a7/ca/58a7caf8-66a6-4e52-218f-60e51bb46ae6/00606949316426.rgb.jpg/600x600bb.jpg,
Record,Pleasures of the Harbor,Phil Ochs,1967,"Folk Rock, Folk",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/59/4a/af/594aaf75-f74d-fc72-5746-e8bc9f8fe31e/00602517356764.rgb.jpg/600x600bb.jpg,
Record,The Global Blues,Danny O'Keefe,1979,Folk Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music62/v4/3c/06/dc/3c06dc50-ef2e-a7d0-ea33-a72343289dad/603497859320.jpg/600x600bb.jpg,
Record,The Marvellous Toy and Other Gallimaufry,Tom Paxton,1986,"Pop, Children's, Folk, World, & Country",US,,"""H1""",https://i.discogs.com/D8CwFedAkKpa1XtosCn7WC1TaGeG7b-zmoOU_5AxQG8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1Mzcx/NzctMTQzMzkwMTMw/Ni00ODg5LmpwZWc.jpeg,
Record,Narration + Music,Pecos Bill,1988,"Folk, World, & Country, Stage & Screen",US,,"""H1""",https://i.discogs.com/Iz6wZG6hr6Uozc4O4d9lsUSXg0LDISuNBMgma-4BWEI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MDk2/MDEtMTQ0ODI1NDA0/Ni0xMjMwLmpwZWc.jpeg,
Record,A Holiday Celebration,Peter Paul & Mary,1988,"Folk, Holiday",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/c2/d3/de/c2d3ded9-cdec-26fd-6e4f-e6cacf9f1c7e/093624507062.jpg/600x600bb.jpg,
Record,In the Round,Pentangle,1973,Folk Rock,France,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/37/5c/62/375c6284-e016-d359-d4e3-74a5bf646e85/5052442022039.png/600x600bb.jpg,
Record,Cantamos,Poco,1974,Country Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/82/d3/ad/mzi.kfvhlnid.jpg/600x600bb.jpg,
Record,Waiata,Split Enz,1981,"Leftfield, Pop Rock, Experimental",New Zealand,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/b6/26/ff/b626ff98-ca71-49ab-c413-245fbb868ebd/00602527851884.rgb.jpg/600x600bb.jpg,
Record,Annual Waltz,John Hartford,1987,Bluegrass,US,,"""H1""",https://lastfm.freetls.fastly.net/i/u/300x300/b7365496363b9e3381dbb05107a45d64.jpg,
Record,Urban Guitar,Eric Tingstad,1984,"Folk Rock, Acoustic, Contemporary Jazz",US,,"""H1""",https://i.discogs.com/jI-lzG8md2pBN4NDQd2S3L5U7aFljuw-Gr4ywDsts38/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYxMzcx/Ni0xMTQwMTk4NzM3/LmpwZWc.jpeg,
Record,Butcher's Boy,Sally Timms and the Drifting Cowgirls,1986,Country Rock,UK,,"""H1""",https://i.discogs.com/tRvfIY-86yVIBrMaclZl0uLc8qthOUPk4JTnQ0Hwq6s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDU0/MDgtMTMxOTU0NjYx/OS5qcGVn.jpeg,
Record,Battle Hymns of the Race War,Born Against,1993,Hardcore,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/f3/f2/72/f3f272c1-cece-f061-d050-afb8a416a5ab/dj.ebplqnsi.jpg/600x600bb.jpg,
Record,The Legendary,Iry LeJune,,Cajun,US,,"""H1""",https://i.discogs.com/X1zC_mOnAKXmuRRTNeQOMHLN62noWvjKerp_9xANftI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyNTYz/NTItMTQyMzk4MTUz/My00ODIwLmpwZWc.jpeg,
Record,Angel with a Lariat,K.D. Lang and the Reclines,1987,"Country Rock, Pop Rock",US,,"""H1""",https://lastfm.freetls.fastly.net/i/u/300x300/933b5aa40ba76797616b081472f6d3ab.jpg,
Record,Come to Amerika,Child Support,1985,"Punk, Indie Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b1/bc/c1/b1bcc1b6-37cf-434f-66cd-d8fcae7866c0/20UMGIM53528.rgb.jpg/600x600bb.jpg,
Record,Cat's Cradle,Cat Stevens,1977,Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/cd/b4/8b/cdb48b79-de0a-2bea-6e11-1e50191b31ec/00810016764038_Cover.jpg/600x600bb.jpg,
Record,16 Greatest Hits,Steppenwolf,1999,"Hard Rock, Classic Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/c1/34/66/c1346645-094b-4e8c-54f5-1440906ba8e2/00602567823414.rgb.jpg/600x600bb.jpg,
Record,Enquire Within,The Steppes,1989,"Garage Rock, Psychedelic Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/c5/cc/7c/c5cc7ce4-99db-098d-6cbe-9a3a33a2630d/194171184758.jpg/600x600bb.jpg,
Record,The Steeleye Span Story,Steeleye Span,1977,Folk Rock,US,,"""H1""",https://lastfm.freetls.fastly.net/i/u/300x300/c447b780b4b85b9cddc2a0420849a566.jpg,
Record,Yesterday's Wine,Willie Nelson,1975,Country,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music7/v4/19/38/9c/19389c08-3834-9793-709b-5d44cbeb3a00/dj.hqmnqwly.jpg/600x600bb.jpg,
Record,What can you do to me now,Willie Nelson,1975,Country,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/44/85/cc/4485cc53-2ad8-c1cd-c6bc-d3e302e964ca/886445528350.jpg/600x600bb.jpg,
Record,Take it to the Limit,"Willie Nelson, Waylon Jennings",1983,Country Rock,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music7/v4/b3/5f/38/b35f3882-b319-7fec-505d-ab386db0c7c5/dj.tmdmjkro.jpg/600x600bb.jpg,
Record,Blind Dog,Norman and Nancy Blake,1988,"Bluegrass, Folk",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/ce/25/db/ce25dbf6-ec97-a7e1-aa5b-ce492abfc20f/00888072387775.rgb.jpg/600x600bb.jpg,
Record,Poor Man's Paradise,Tracy Nelson,1973,"Folk Rock, Blues Rock",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/8d/69/48/8d69486a-d5d8-6569-d002-9e09bf4752e1/196871065450.jpg/600x600bb.jpg,
Record,One for the Road,Willie Nelson,2003,"Country, Folk",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/e2/da/1a/e2da1a56-b53c-5db6-b59c-37e1c5acb6fc/dj.irvitryr.jpg/600x600bb.jpg,
Record,Fire in the Rain,Holly Near,1981,Folk,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/0b/8e/ab/0b8eabcb-11ff-1e3b-b0a9-8b2ea9b852f3/886445944495.jpg/600x600bb.jpg,
Record,Hang in There,Holly Near,1973,Folk,US,,"""H1""",https://lastfm.freetls.fastly.net/i/u/300x300/93844eb2379be80cda7cdf067358e122.jpg,
Record,BAck to the Front,Bob Neuwirth,1988,"Country, Folk",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music/24/66/39/mzi.hyrwkqeu.tif/600x600bb.jpg,
Record,Heaven Help the Child,Mickey Newbury,1973,"Folk, Country",US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/b0/77/0f/b0770f82-644a-275f-0104-67cedeff6d2b/199066388631.jpg/600x600bb.jpg,
Record,Come to Me,Juice Newton,1977,Country,US,,"""H1""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/af/89/49/af89495b-fcdb-e931-a3a2-4a5024be9564/00602547885388.rgb.jpg/600x600bb.jpg,
Record,,,,,,,,,
Record,Live,Flesheaters,1996,"Alternative Rock, Pop Rock, Punk, New Wave, Psychedelic Rock, Goth Rock",UK,,"""H2""",https://i.discogs.com/sIfS4UrnIV9sgUKFSvPY-GMLoocbh0sdA8IjaZTxbO4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjI5/NTUtMTIxNDg0NzE1/MS5qcGVn.jpeg,
Record,Survivor,Randy Bachman,1978,Country,US,,"""H2""",https://lastfm.freetls.fastly.net/i/u/300x300/d01f21e5195ccdfa71103f80a4604a42.jpg,
Record,Blowin' Away,Joan Baez,1977,"Ballad, Folk",Europe,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music/5b/f0/9f/mzi.uejxjetk.jpg/600x600bb.jpg,
Record,The Best of Joan Baez,Joan Baez,1977,Folk,US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/a5/6b/24/a56b244f-347e-9aed-8456-824b86e7c3f5/00015707050555.jpg/600x600bb.jpg,
Record,Baptism,Joan Baez,1968,"Country Blues, Poetry, Folk, Classical",US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/31/d2/a4/31d2a467-25ec-0632-acc9-038ce0a925b9/00015707972154.jpg/600x600bb.jpg,
Record,By and By,Critton Hollow String Band,1995,"Folk, Country, Appalachian Music",US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music/de/4a/e2/mzi.bbqtnmjx.tif/600x600bb.jpg,
Record,Thinking of Woody,Country Joe McDonald,1969,"Folk Rock, Folk",US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/00/4b/e1/004be13e-474f-cec7-5f61-061b356316cc/00015707654654.jpg/600x600bb.jpg,
Record,Goodnight Blues,Country Joe McDonald,2009,Country,US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/59/10/3a/59103af0-a288-3bde-ccd8-28f76e57bd6f/58644.jpg/600x600bb.jpg,
Record,Home Plate,Bonnie Rait,1975,"Blues Rock, Acoustic, Southern Rock, Chicago Blues, Country, Country Rock, Folk Rock, Pop Rock",Russia,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music/0f/28/75/mzi.pkhrnqov.jpg/600x600bb.jpg,
Record,Cowboys and Englishmen,Poco,1982,"Country Rock, Acoustic, Folk Rock",US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/a8/8d/c0/a88dc073-4801-a470-8161-d0d994d1b12c/00076732206720.rgb.jpg/600x600bb.jpg,
Record,Living with the Dreaming Body and Fact of Life,Poi Dog Pondering,1989,Folk Rock,US,,"""H2""",https://i.discogs.com/t8oY5s02d1cw3yYTprfTgqRGTf67dh5TsghE9Ty39GQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4MDM2/MzAtMTU3NTA0OTQw/OS02MTU5LmpwZWc.jpeg,
Record,Indian Summer,Poco,1977,Country Rock,US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/cc/4b/db/cc4bdbcd-04d9-f7db-eb6e-8766184ae93d/00076743135323.rgb.jpg/600x600bb.jpg,
Record,Bruised Orange,John Prine,1978,"Folk, Country",US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c3/97/cc/c397cc73-bc64-cdf0-2230-2efcf3f4afba/mzi.yvjlbhmz.jpg/600x600bb.jpg,
Record,Pink Cadillac,John Prine,1979,"Country, Folk",US,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/e2/8b/7c/e28b7cc1-ab95-905b-fc7f-dbcd706943cc/603497867936.jpg/600x600bb.jpg,
Record,Letter from America,The Proclaimers,1987,Folk Rock,UK,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/55/26/b2/5526b2cf-d997-0e63-64d8-3e8357e3daaa/5099967812851_1535x1535_300dpi.jpg/600x600bb.jpg,
Record,This is the Story,The Proclaimers,1987,Folk Rock,UK,,"""H2""",https://is1-ssl.mzstatic.com/image/thumb/Music/v4/97/79/d1/9779d1ce-0a1d-98d7-8962-facf9f5e7988/0094632160256_3000x3000_300dpi.jpg/600x600bb.jpg,
